time,open,high,low,close,tick_volume,spread,real_volume,symbol
2024-01-02 21:00:00,1.09467,1.0950199999999999,1.09428,1.09465,1989,2,0,EURUSD
2024-01-02 22:00:00,1.09465,1.09511,1.09421,1.0943,2524,2,0,EURUSD
2024-01-02 23:00:00,1.0943,1.09433,1.09383,1.09413,1407,2,0,EURUSD
2024-01-03 00:00:00,1.09419,1.09426,1.09381,1.09407,723,5,0,EURUSD
2024-01-03 01:00:00,1.0941,1.09439,1.09405,1.09413,820,2,0,EURUSD
2024-01-03 02:00:00,1.09416,1.09507,1.09411,1.09494,940,2,0,EURUSD
2024-01-03 03:00:00,1.09494,1.09548,1.09448,1.09513,1929,2,0,EURUSD
2024-01-03 04:00:00,1.09513,1.09532,1.09487,1.09521,1455,2,0,EURUSD
2024-01-03 05:00:00,1.09521,1.09621,1.09486,1.09609,1188,2,0,EURUSD
2024-01-03 06:00:00,1.09609,1.09623,1.09588,1.09622,872,2,0,EURUSD
2024-01-03 07:00:00,1.09622,1.09627,1.09512,1.09513,1575,2,0,EURUSD
2024-01-03 08:00:00,1.09512,1.09607,1.0951,1.09587,1116,2,0,EURUSD
2024-01-03 09:00:00,1.09577,1.09627,1.09515,1.09603,3083,2,0,EURUSD
2024-01-03 10:00:00,1.09604,1.09654,1.0950199999999999,1.09526,5100,2,0,EURUSD
2024-01-03 11:00:00,1.09526,1.09564,1.09347,1.09364,4522,2,0,EURUSD
2024-01-03 12:00:00,1.09362,1.0939,1.09261,1.09279,3305,2,0,EURUSD
2024-01-03 13:00:00,1.09279,1.09297,1.0915300000000001,1.09194,3923,2,0,EURUSD
2024-01-03 14:00:00,1.09194,1.09322,1.09146,1.09166,4188,2,0,EURUSD
2024-01-03 15:00:00,1.09167,1.09301,1.091,1.09216,6060,2,0,EURUSD
2024-01-03 16:00:00,1.09216,1.09265,1.09099,1.09183,6863,2,0,EURUSD
2024-01-03 17:00:00,1.09161,1.09387,1.0898,1.09047,9809,2,0,EURUSD
2024-01-03 18:00:00,1.09047,1.09182,1.09027,1.09082,5654,2,0,EURUSD
2024-01-03 19:00:00,1.09082,1.09101,1.09033,1.09066,3665,2,0,EURUSD
2024-01-03 20:00:00,1.09065,1.09149,1.09026,1.09057,3316,2,0,EURUSD
2024-01-03 21:00:00,1.09058,1.09256,1.08929,1.09177,8331,3,0,EURUSD
2024-01-03 22:00:00,1.0918,1.09232,1.09149,1.09212,4600,2,0,EURUSD
2024-01-03 23:00:00,1.0921,1.09234,1.09186,1.09196,1121,2,0,EURUSD
2024-01-04 00:00:00,1.0915300000000001,1.09215,1.0914,1.09207,570,6,0,EURUSD
2024-01-04 01:00:00,1.09219,1.09274,1.09216,1.0925799999999999,898,2,0,EURUSD
2024-01-04 02:00:00,1.0925799999999999,1.09265,1.09195,1.09224,1420,2,0,EURUSD
2024-01-04 03:00:00,1.09223,1.0924,1.09161,1.09178,2065,2,0,EURUSD
2024-01-04 04:00:00,1.09178,1.092,1.09158,1.09193,1119,2,0,EURUSD
2024-01-04 05:00:00,1.09193,1.09306,1.09193,1.09261,1414,2,0,EURUSD
2024-01-04 06:00:00,1.09261,1.09286,1.09246,1.09259,1328,2,0,EURUSD
2024-01-04 07:00:00,1.09259,1.09268,1.09218,1.09266,2237,2,0,EURUSD
2024-01-04 08:00:00,1.09265,1.09345,1.09208,1.09324,2498,2,0,EURUSD
2024-01-04 09:00:00,1.09323,1.09436,1.09296,1.09376,3883,2,0,EURUSD
2024-01-04 10:00:00,1.09375,1.09558,1.09346,1.09531,5652,2,0,EURUSD
2024-01-04 11:00:00,1.0953,1.09691,1.09453,1.09674,5068,2,0,EURUSD
2024-01-04 12:00:00,1.09674,1.09721,1.09543,1.09554,4024,2,0,EURUSD
2024-01-04 13:00:00,1.09554,1.09578,1.0946,1.09479,2815,2,0,EURUSD
2024-01-04 14:00:00,1.09479,1.09558,1.09467,1.09522,3094,2,0,EURUSD
2024-01-04 15:00:00,1.09523,1.09552,1.09328,1.09472,6760,2,0,EURUSD
2024-01-04 16:00:00,1.09471,1.09505,1.09381,1.09454,6705,2,0,EURUSD
2024-01-04 17:00:00,1.09453,1.09653,1.09453,1.09552,6938,2,0,EURUSD
2024-01-04 18:00:00,1.09554,1.09639,1.09542,1.09561,4891,2,0,EURUSD
2024-01-04 19:00:00,1.09562,1.096,1.09417,1.09505,3442,2,0,EURUSD
2024-01-04 20:00:00,1.09504,1.09544,1.09459,1.09469,3353,2,0,EURUSD
2024-01-04 21:00:00,1.09471,1.09497,1.09433,1.09469,1768,2,0,EURUSD
2024-01-04 22:00:00,1.09469,1.09493,1.0943,1.0949200000000001,2086,2,0,EURUSD
2024-01-04 23:00:00,1.09491,1.095,1.09458,1.09478,911,2,0,EURUSD
2024-01-05 00:00:00,1.09446,1.09491,1.0942,1.09468,1441,7,0,EURUSD
2024-01-05 01:00:00,1.09472,1.09489,1.09432,1.09463,669,2,0,EURUSD
2024-01-05 02:00:00,1.09462,1.09515,1.09442,1.09509,1545,2,0,EURUSD
2024-01-05 03:00:00,1.09509,1.09559,1.095,1.09515,2330,2,0,EURUSD
2024-01-05 04:00:00,1.09515,1.09542,1.09465,1.09468,1509,2,0,EURUSD
2024-01-05 05:00:00,1.09468,1.09473,1.0939,1.09392,1382,2,0,EURUSD
2024-01-05 06:00:00,1.09392,1.09411,1.09363,1.09371,1141,2,0,EURUSD
2024-01-05 07:00:00,1.09373,1.09382,1.0934,1.09374,1778,2,0,EURUSD
2024-01-05 08:00:00,1.09374,1.09374,1.09247,1.09277,2449,2,0,EURUSD
2024-01-05 09:00:00,1.09276,1.09333,1.09225,1.09232,2873,2,0,EURUSD
2024-01-05 10:00:00,1.09231,1.09257,1.09033,1.09077,4318,2,0,EURUSD
2024-01-05 11:00:00,1.09076,1.09304,1.09028,1.09125,4372,2,0,EURUSD
2024-01-05 12:00:00,1.09127,1.09138,1.09036,1.09127,3204,2,0,EURUSD
2024-01-05 13:00:00,1.09127,1.09175,1.09098,1.09141,2801,2,0,EURUSD
2024-01-05 14:00:00,1.09142,1.09209,1.0913599999999999,1.09176,2800,2,0,EURUSD
2024-01-05 15:00:00,1.09177,1.09278,1.08765,1.0921,9624,2,0,EURUSD
2024-01-05 16:00:00,1.0922,1.09548,1.09217,1.0949,9724,2,0,EURUSD
2024-01-05 17:00:00,1.0961400000000001,1.09984,1.0961400000000001,1.09782,11632,2,0,EURUSD
2024-01-05 18:00:00,1.09781,1.09805,1.0953,1.09559,7065,2,0,EURUSD
2024-01-05 19:00:00,1.09559,1.09561,1.0943,1.09463,5423,2,0,EURUSD
2024-01-05 20:00:00,1.09462,1.09561,1.09353,1.0954,4088,2,0,EURUSD
2024-01-05 21:00:00,1.0954,1.09596,1.0943,1.09452,3772,2,0,EURUSD
2024-01-05 22:00:00,1.09452,1.0947,1.09356,1.09393,3054,2,0,EURUSD
2024-01-05 23:00:00,1.09393,1.09414,1.09369,1.09409,1199,2,0,EURUSD
2024-01-08 00:00:00,1.09411,1.09454,1.09406,1.09437,478,7,0,EURUSD
2024-01-08 01:00:00,1.09454,1.09456,1.09348,1.09415,908,2,0,EURUSD
2024-01-08 02:00:00,1.09415,1.09491,1.09401,1.09486,1015,2,0,EURUSD
2024-01-08 03:00:00,1.09483,1.09531,1.09468,1.0948,1816,2,0,EURUSD
2024-01-08 04:00:00,1.0948,1.0948,1.09358,1.0937000000000001,1618,2,0,EURUSD
2024-01-08 05:00:00,1.09369,1.09391,1.09313,1.09329,1399,2,0,EURUSD
2024-01-08 06:00:00,1.09329,1.0937000000000001,1.09306,1.09339,1324,2,0,EURUSD
2024-01-08 07:00:00,1.0934,1.09375,1.0932,1.09374,1570,2,0,EURUSD
2024-01-08 08:00:00,1.09374,1.09467,1.09362,1.09456,1508,2,0,EURUSD
2024-01-08 09:00:00,1.09459,1.09522,1.09393,1.09452,3602,2,0,EURUSD
2024-01-08 10:00:00,1.09454,1.09454,1.09294,1.09336,5200,2,0,EURUSD
2024-01-08 11:00:00,1.09335,1.09422,1.09224,1.09371,4014,2,0,EURUSD
2024-01-08 12:00:00,1.09382,1.09435,1.09343,1.09424,3723,2,0,EURUSD
2024-01-08 13:00:00,1.09425,1.09505,1.09368,1.09379,3509,2,0,EURUSD
2024-01-08 14:00:00,1.09378,1.09482,1.09371,1.09446,3304,2,0,EURUSD
2024-01-08 15:00:00,1.09446,1.09562,1.09426,1.09507,5340,2,0,EURUSD
2024-01-08 16:00:00,1.09507,1.09625,1.09494,1.09601,6479,2,0,EURUSD
2024-01-08 17:00:00,1.09603,1.09746,1.09552,1.09698,5436,2,0,EURUSD
2024-01-08 18:00:00,1.09696,1.09789,1.09683,1.09755,4867,2,0,EURUSD
2024-01-08 19:00:00,1.09755,1.09788,1.09626,1.09646,2792,2,0,EURUSD
2024-01-08 20:00:00,1.09645,1.0965799999999999,1.09488,1.09554,2023,2,0,EURUSD
2024-01-08 21:00:00,1.09554,1.09627,1.09529,1.09609,2081,2,0,EURUSD
2024-01-08 22:00:00,1.0961,1.0961,1.09494,1.09545,2619,2,0,EURUSD
2024-01-08 23:00:00,1.09546,1.09564,1.095,1.09508,1258,2,0,EURUSD
2024-01-09 00:00:00,1.09498,1.09546,1.09483,1.09497,1316,9,0,EURUSD
2024-01-09 01:00:00,1.09494,1.09526,1.09487,1.09497,689,2,0,EURUSD
2024-01-09 02:00:00,1.09497,1.09595,1.09493,1.09551,1853,2,0,EURUSD
2024-01-09 03:00:00,1.09551,1.09618,1.09513,1.0961400000000001,2124,2,0,EURUSD
2024-01-09 04:00:00,1.09615,1.09646,1.09605,1.09627,1908,2,0,EURUSD
2024-01-09 05:00:00,1.0963,1.09662,1.09607,1.09628,1169,2,0,EURUSD
2024-01-09 06:00:00,1.09628,1.0963,1.09533,1.09561,1216,2,0,EURUSD
2024-01-09 07:00:00,1.0956,1.09562,1.09481,1.09496,1351,2,0,EURUSD
2024-01-09 08:00:00,1.09496,1.09548,1.09479,1.0950199999999999,1881,2,0,EURUSD
2024-01-09 09:00:00,1.0950199999999999,1.09628,1.0946,1.09563,3057,2,0,EURUSD
2024-01-09 10:00:00,1.09566,1.09566,1.09387,1.09497,4354,2,0,EURUSD
2024-01-09 11:00:00,1.09497,1.09505,1.09378,1.0944,4117,2,0,EURUSD
2024-01-09 12:00:00,1.0944099999999999,1.09481,1.09323,1.09355,3234,2,0,EURUSD
2024-01-09 13:00:00,1.09355,1.09359,1.09287,1.09313,2916,2,0,EURUSD
2024-01-09 14:00:00,1.09311,1.09415,1.09288,1.09405,3413,2,0,EURUSD
2024-01-09 15:00:00,1.09406,1.09468,1.09329,1.09458,5877,2,0,EURUSD
2024-01-09 16:00:00,1.09458,1.09512,1.09381,1.09455,6297,2,0,EURUSD
2024-01-09 17:00:00,1.09456,1.09467,1.09175,1.09178,6275,2,0,EURUSD
2024-01-09 18:00:00,1.09178,1.09351,1.09103,1.09344,4778,2,0,EURUSD
2024-01-09 19:00:00,1.09344,1.09391,1.093,1.09341,3695,2,0,EURUSD
2024-01-09 20:00:00,1.0934,1.09399,1.09224,1.09241,3688,2,0,EURUSD
2024-01-09 21:00:00,1.09241,1.09286,1.09199,1.09252,2671,2,0,EURUSD
2024-01-09 22:00:00,1.09253,1.09297,1.0924800000000001,1.0928,2884,2,0,EURUSD
2024-01-09 23:00:00,1.09281,1.09312,1.09277,1.0931,1026,2,0,EURUSD
2024-01-10 00:00:00,1.09284,1.09294,1.09251,1.0928,682,6,0,EURUSD
2024-01-10 01:00:00,1.09285,1.09329,1.09281,1.09317,516,2,0,EURUSD
2024-01-10 02:00:00,1.09317,1.09362,1.0929,1.09307,1569,2,0,EURUSD
2024-01-10 03:00:00,1.09307,1.09333,1.0926,1.09321,2606,2,0,EURUSD
2024-01-10 04:00:00,1.09322,1.09357,1.09315,1.09336,1498,2,0,EURUSD
2024-01-10 05:00:00,1.09336,1.09359,1.09276,1.0929,1554,2,0,EURUSD
2024-01-10 06:00:00,1.0929,1.0933,1.09286,1.0931899999999999,1178,2,0,EURUSD
2024-01-10 07:00:00,1.0931899999999999,1.0934,1.09303,1.09322,1342,2,0,EURUSD
2024-01-10 08:00:00,1.0932,1.09334,1.09234,1.09245,2238,2,0,EURUSD
2024-01-10 09:00:00,1.0925,1.09452,1.09245,1.09261,4178,2,0,EURUSD
2024-01-10 10:00:00,1.09261,1.09448,1.09227,1.09433,4924,2,0,EURUSD
2024-01-10 11:00:00,1.0943100000000001,1.09518,1.09414,1.09472,3584,2,0,EURUSD
2024-01-10 12:00:00,1.09469,1.09547,1.09451,1.0949200000000001,3122,2,0,EURUSD
2024-01-10 13:00:00,1.0949200000000001,1.09552,1.09415,1.09459,2696,2,0,EURUSD
2024-01-10 14:00:00,1.09459,1.09504,1.0943100000000001,1.09437,2831,2,0,EURUSD
2024-01-10 15:00:00,1.09438,1.09519,1.09406,1.09406,4450,2,0,EURUSD
2024-01-10 16:00:00,1.09405,1.09416,1.09318,1.09399,4513,2,0,EURUSD
2024-01-10 17:00:00,1.09399,1.09692,1.09355,1.09672,5532,2,0,EURUSD
2024-01-10 18:00:00,1.0967500000000001,1.0969,1.09524,1.0959,3555,2,0,EURUSD
2024-01-10 19:00:00,1.09594,1.09681,1.09581,1.09672,2502,2,0,EURUSD
2024-01-10 20:00:00,1.09671,1.09698,1.09593,1.09695,2635,2,0,EURUSD
2024-01-10 21:00:00,1.09695,1.09708,1.09668,1.09703,2229,2,0,EURUSD
2024-01-10 22:00:00,1.09703,1.09728,1.0961400000000001,1.09656,4157,2,0,EURUSD
2024-01-10 23:00:00,1.09654,1.09723,1.09648,1.0972,1172,2,0,EURUSD
2024-01-11 00:00:00,1.09708,1.09724,1.09691,1.09718,774,5,0,EURUSD
2024-01-11 01:00:00,1.09709,1.09746,1.09709,1.09739,662,2,0,EURUSD
2024-01-11 02:00:00,1.09739,1.09788,1.09729,1.09779,1411,2,0,EURUSD
2024-01-11 03:00:00,1.09779,1.09801,1.0975,1.0979,2106,2,0,EURUSD
2024-01-11 04:00:00,1.0979,1.09848,1.09771,1.09781,1811,2,0,EURUSD
2024-01-11 05:00:00,1.09781,1.09811,1.0977,1.09802,1219,2,0,EURUSD
2024-01-11 06:00:00,1.09802,1.09827,1.09775,1.09777,1119,2,0,EURUSD
2024-01-11 07:00:00,1.09777,1.09814,1.09755,1.09784,1519,2,0,EURUSD
2024-01-11 08:00:00,1.09783,1.09885,1.09744,1.09856,1754,2,0,EURUSD
2024-01-11 09:00:00,1.09862,1.09867,1.09772,1.09787,2667,2,0,EURUSD
2024-01-11 10:00:00,1.09788,1.09814,1.09717,1.09749,3923,2,0,EURUSD
2024-01-11 11:00:00,1.0975,1.09752,1.09588,1.09638,3665,2,0,EURUSD
2024-01-11 12:00:00,1.09637,1.09696,1.09586,1.09688,3254,2,0,EURUSD
2024-01-11 13:00:00,1.09688,1.09825,1.09676,1.09787,3226,2,0,EURUSD
2024-01-11 14:00:00,1.09787,1.09905,1.09761,1.09837,3266,2,0,EURUSD
2024-01-11 15:00:00,1.09838,1.09985,1.09354,1.09393,9749,2,0,EURUSD
2024-01-11 16:00:00,1.09398,1.09731,1.09313,1.09541,11269,2,0,EURUSD
2024-01-11 17:00:00,1.09539,1.09628,1.09302,1.09463,10343,2,0,EURUSD
2024-01-11 18:00:00,1.09464,1.09571,1.09365,1.09422,7813,2,0,EURUSD
2024-01-11 19:00:00,1.09423,1.09545,1.09413,1.09507,5981,2,0,EURUSD
2024-01-11 20:00:00,1.09508,1.09661,1.09498,1.09648,4817,2,0,EURUSD
2024-01-11 21:00:00,1.09649,1.09829,1.09648,1.09819,4504,2,0,EURUSD
2024-01-11 22:00:00,1.09819,1.09827,1.0956,1.09713,4755,2,0,EURUSD
2024-01-11 23:00:00,1.09713,1.0975,1.09701,1.09727,1597,2,0,EURUSD
2024-01-12 00:00:00,1.09724,1.09741,1.09705,1.0972,1055,5,0,EURUSD
2024-01-12 01:00:00,1.09717,1.09825,1.09698,1.09823,1367,2,0,EURUSD
2024-01-12 02:00:00,1.09823,1.09847,1.09739,1.09756,2277,2,0,EURUSD
2024-01-12 03:00:00,1.09755,1.09842,1.09725,1.09826,2379,2,0,EURUSD
2024-01-12 04:00:00,1.09825,1.09853,1.0977999999999999,1.09795,2234,2,0,EURUSD
2024-01-12 05:00:00,1.09795,1.09828,1.09771,1.09778,1080,2,0,EURUSD
2024-01-12 06:00:00,1.09777,1.09778,1.0973,1.09755,1122,2,0,EURUSD
2024-01-12 07:00:00,1.09755,1.09802,1.09737,1.09755,1584,2,0,EURUSD
2024-01-12 08:00:00,1.09759,1.09787,1.0973,1.09751,1480,2,0,EURUSD
2024-01-12 09:00:00,1.09751,1.09776,1.09608,1.09664,3349,2,0,EURUSD
2024-01-12 10:00:00,1.0966,1.09827,1.09649,1.09749,4597,2,0,EURUSD
2024-01-12 11:00:00,1.0975,1.09799,1.09609,1.09624,4088,2,0,EURUSD
2024-01-12 12:00:00,1.09623,1.0964,1.09568,1.09599,3160,2,0,EURUSD
2024-01-12 13:00:00,1.096,1.0962,1.09465,1.09495,3241,2,0,EURUSD
2024-01-12 14:00:00,1.09494,1.09517,1.0937000000000001,1.09377,3780,2,0,EURUSD
2024-01-12 15:00:00,1.09377,1.09694,1.09359,1.0955300000000001,8156,2,0,EURUSD
2024-01-12 16:00:00,1.09552,1.09849,1.09527,1.09755,8867,2,0,EURUSD
2024-01-12 17:00:00,1.09756,1.09869,1.09623,1.09664,7833,2,0,EURUSD
2024-01-12 18:00:00,1.09662,1.09739,1.09581,1.09581,5873,2,0,EURUSD
2024-01-12 19:00:00,1.0958,1.09587,1.09472,1.09496,3697,2,0,EURUSD
2024-01-12 20:00:00,1.09496,1.09596,1.09491,1.09594,2734,2,0,EURUSD
2024-01-12 21:00:00,1.09593,1.09635,1.09537,1.09558,2397,2,0,EURUSD
2024-01-12 22:00:00,1.09558,1.09564,1.09505,1.09512,2217,2,0,EURUSD
2024-01-12 23:00:00,1.09511,1.09527,1.0948,1.09496,1390,2,0,EURUSD
2024-01-15 00:00:00,1.09444,1.09503,1.0943100000000001,1.09481,781,6,0,EURUSD
2024-01-15 01:00:00,1.09481,1.09484,1.0944,1.09449,774,2,0,EURUSD
2024-01-15 02:00:00,1.09451,1.09538,1.09407,1.09534,2305,2,0,EURUSD
2024-01-15 03:00:00,1.09533,1.09561,1.09493,1.09546,2157,2,0,EURUSD
2024-01-15 04:00:00,1.09549,1.09654,1.09548,1.09647,1738,2,0,EURUSD
2024-01-15 05:00:00,1.09647,1.0967500000000001,1.09634,1.09642,1452,2,0,EURUSD
2024-01-15 06:00:00,1.09642,1.09645,1.09585,1.09628,1126,2,0,EURUSD
2024-01-15 07:00:00,1.09628,1.0966,1.09605,1.09639,1109,2,0,EURUSD
2024-01-15 08:00:00,1.0964,1.09666,1.09625,1.09639,1603,2,0,EURUSD
2024-01-15 09:00:00,1.09637,1.09662,1.09514,1.09533,3458,2,0,EURUSD
2024-01-15 10:00:00,1.09533,1.0965,1.09533,1.09578,4342,2,0,EURUSD
2024-01-15 11:00:00,1.09579,1.09588,1.0943,1.09468,3463,2,0,EURUSD
2024-01-15 12:00:00,1.09467,1.09467,1.09334,1.094,3337,2,0,EURUSD
2024-01-15 13:00:00,1.09398,1.0949,1.09398,1.09452,2702,2,0,EURUSD
2024-01-15 14:00:00,1.09453,1.0959,1.09437,1.09537,3364,2,0,EURUSD
2024-01-15 15:00:00,1.09537,1.0954,1.09442,1.09505,3715,2,0,EURUSD
2024-01-15 16:00:00,1.09506,1.0952,1.09387,1.09434,3425,2,0,EURUSD
2024-01-15 17:00:00,1.09435,1.0951,1.09381,1.09497,3762,2,0,EURUSD
2024-01-15 18:00:00,1.09497,1.09523,1.09465,1.09473,2171,2,0,EURUSD
2024-01-15 19:00:00,1.09472,1.09526,1.09462,1.09482,1011,2,0,EURUSD
2024-01-15 20:00:00,1.09483,1.09529,1.09477,1.09529,287,2,0,EURUSD
2024-01-15 21:00:00,1.09528,1.09536,1.09498,1.09505,548,2,0,EURUSD
2024-01-15 22:00:00,1.09506,1.09517,1.09489,1.09517,449,2,0,EURUSD
2024-01-15 23:00:00,1.09517,1.09519,1.09498,1.09504,342,2,0,EURUSD
2024-01-16 00:00:00,1.09478,1.09504,1.09469,1.09482,771,5,0,EURUSD
2024-01-16 01:00:00,1.09482,1.09508,1.09446,1.09449,879,2,0,EURUSD
2024-01-16 02:00:00,1.09449,1.09461,1.0919,1.09196,2573,2,0,EURUSD
2024-01-16 03:00:00,1.09196,1.09314,1.0915300000000001,1.09275,3809,2,0,EURUSD
2024-01-16 04:00:00,1.09275,1.09276,1.09214,1.09237,2372,2,0,EURUSD
2024-01-16 05:00:00,1.09236,1.09253,1.09161,1.09187,1627,2,0,EURUSD
2024-01-16 06:00:00,1.09186,1.09201,1.09134,1.09174,1403,2,0,EURUSD
2024-01-16 07:00:00,1.09175,1.09184,1.09126,1.0915300000000001,1840,2,0,EURUSD
2024-01-16 08:00:00,1.0915300000000001,1.09215,1.09127,1.09171,1844,2,0,EURUSD
2024-01-16 09:00:00,1.09174,1.09266,1.09086,1.09184,3589,2,0,EURUSD
2024-01-16 10:00:00,1.09183,1.09232,1.08946,1.09045,6851,2,0,EURUSD
2024-01-16 11:00:00,1.09042,1.09042,1.08838,1.08861,5704,2,0,EURUSD
2024-01-16 12:00:00,1.08864,1.08894,1.0879,1.08811,4074,2,0,EURUSD
2024-01-16 13:00:00,1.0881,1.08947,1.08738,1.08922,4283,2,0,EURUSD
2024-01-16 14:00:00,1.08922,1.08933,1.08836,1.08861,3845,2,0,EURUSD
2024-01-16 15:00:00,1.08861,1.08978,1.08715,1.08741,7658,2,0,EURUSD
2024-01-16 16:00:00,1.08739,1.08893,1.0866500000000001,1.08723,8085,2,0,EURUSD
2024-01-16 17:00:00,1.08724,1.08882,1.08656,1.08857,6041,2,0,EURUSD
2024-01-16 18:00:00,1.08861,1.08946,1.08619,1.08809,9912,2,0,EURUSD
2024-01-16 19:00:00,1.0881,1.08827,1.08628,1.0863,5619,2,0,EURUSD
2024-01-16 20:00:00,1.0863,1.0877,1.08629,1.08698,3620,2,0,EURUSD
2024-01-16 21:00:00,1.08699,1.08749,1.08676,1.0873599999999999,2330,2,0,EURUSD
2024-01-16 22:00:00,1.08739,1.08756,1.08699,1.08713,2635,2,0,EURUSD
2024-01-16 23:00:00,1.08716,1.08774,1.08713,1.08756,889,2,0,EURUSD
2024-01-17 00:00:00,1.08725,1.08769,1.08694,1.08747,1307,11,0,EURUSD
2024-01-17 01:00:00,1.08747,1.08786,1.08741,1.08785,505,2,0,EURUSD
2024-01-17 02:00:00,1.08785,1.0878700000000001,1.08723,1.08777,1767,2,0,EURUSD
2024-01-17 03:00:00,1.08777,1.08822,1.08732,1.08771,2835,2,0,EURUSD
2024-01-17 04:00:00,1.08772,1.08844,1.08739,1.08749,1808,2,0,EURUSD
2024-01-17 05:00:00,1.08749,1.08749,1.0865,1.08662,2019,2,0,EURUSD
2024-01-17 06:00:00,1.08662,1.0871,1.08647,1.08708,1426,2,0,EURUSD
2024-01-17 07:00:00,1.08708,1.08721,1.08608,1.08647,2396,2,0,EURUSD
2024-01-17 08:00:00,1.08647,1.08649,1.08554,1.08622,2510,2,0,EURUSD
2024-01-17 09:00:00,1.08624,1.08737,1.08585,1.087,5457,2,0,EURUSD
2024-01-17 10:00:00,1.08699,1.08816,1.08661,1.08666,5976,2,0,EURUSD
2024-01-17 11:00:00,1.08666,1.0878700000000001,1.08609,1.08762,4438,2,0,EURUSD
2024-01-17 12:00:00,1.0876,1.08838,1.0867,1.08718,4518,2,0,EURUSD
2024-01-17 13:00:00,1.08721,1.0883,1.08697,1.08785,3361,2,0,EURUSD
2024-01-17 14:00:00,1.08785,1.0881,1.08693,1.08742,3319,2,0,EURUSD
2024-01-17 15:00:00,1.08743,1.08786,1.08511,1.08638,7574,2,0,EURUSD
2024-01-17 16:00:00,1.0864,1.08702,1.08478,1.08489,7157,2,0,EURUSD
2024-01-17 17:00:00,1.08488,1.08708,1.08445,1.08491,7439,2,0,EURUSD
2024-01-17 18:00:00,1.0849,1.08647,1.08476,1.08572,5254,2,0,EURUSD
2024-01-17 19:00:00,1.08572,1.08701,1.08567,1.08669,4070,2,0,EURUSD
2024-01-17 20:00:00,1.0867,1.08673,1.08565,1.08658,3997,2,0,EURUSD
2024-01-17 21:00:00,1.08658,1.08788,1.08658,1.08737,3285,2,0,EURUSD
2024-01-17 22:00:00,1.08737,1.08821,1.08701,1.08808,2792,2,0,EURUSD
2024-01-17 23:00:00,1.08808,1.08827,1.08808,1.08815,991,2,0,EURUSD
2024-01-18 00:00:00,1.08824,1.08833,1.0879,1.08814,934,5,0,EURUSD
2024-01-18 01:00:00,1.08822,1.0886,1.08807,1.0886,821,2,0,EURUSD
2024-01-18 02:00:00,1.0886,1.08942,1.088,1.08939,2146,2,0,EURUSD
2024-01-18 03:00:00,1.08939,1.09008,1.08921,1.08959,3713,2,0,EURUSD
2024-01-18 04:00:00,1.0896,1.09028,1.0893,1.08933,2144,2,0,EURUSD
2024-01-18 05:00:00,1.08933,1.08981,1.08904,1.08955,1857,2,0,EURUSD
2024-01-18 06:00:00,1.0895299999999999,1.08963,1.0891,1.0894,1370,2,0,EURUSD
2024-01-18 07:00:00,1.0894,1.08962,1.08903,1.0895,1801,2,0,EURUSD
2024-01-18 08:00:00,1.08949,1.09066,1.08946,1.09039,2443,2,0,EURUSD
2024-01-18 09:00:00,1.09037,1.09064,1.08862,1.0888,3003,2,0,EURUSD
2024-01-18 10:00:00,1.08878,1.08889,1.08774,1.08798,4253,2,0,EURUSD
2024-01-18 11:00:00,1.08797,1.08994,1.08765,1.08846,4280,2,0,EURUSD
